name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan,successful_transfer
Niclas Eliasson,Left Winger,26,2.5,France,Ligue 2,Nîmes Olympique,Greece,Super League 1,AEK Athens,2,FALSE,0
Haji Wright,Centre-Forward,24,2.5,Denmark,1.Division,SönderjyskE,Turkey,Süper Lig,Antalyaspor,1.88,FALSE,0
Dario Saric,Central Midfield,25,2.5,Italy,Serie B,Ascoli Calcio,Italy,Serie B,Palermo FC,1.8,FALSE,0
Steven Zuber,Left Winger,30,2.5,Germany,Bundesliga,Eintracht Frankfurt,Greece,Super League 1,AEK Athens,1.6,FALSE,0
Hrvoje Babec,Defensive Midfield,22,2.5,Croatia,SuperSport HNL,HNK Gorica,Latvia,Virsliga,Riga FC,1.6,FALSE,0
Samuele Birindelli,Right-Back,22,2.5,Italy,Serie B,Pisa Sporting Club,Italy,Serie A,AC Monza,1.5,FALSE,0
Mounir Chouiar,Left Winger,23,2.5,France,Ligue 2,Dijon FCO,Turkey,Süper Lig,Basaksehir FK,1.5,FALSE,0
Dembo Darboe,Centre-Forward,23,2.5,Belarus,Vysheyshaya Liga,Shakhter Soligorsk,United Arab Emirates,UAE Pro League,Al-Nasr SC (UAE),1.5,FALSE,0
Lei Wu,Left Winger,30,2.5,Spain,LaLiga,RCD Espanyol Barcelona,China,Super League,Shanghai Port,1.5,FALSE,0
Miguel Merentiel,Centre-Forward,26,2.5,Argentina,Liga Profesional,Defensa y Justicia,Brazil,Série A,Sociedade Esportiva Palmeiras,1.4,FALSE,0
Afonso Sousa,Attacking Midfield,22,2.5,Portugal,Liga Sabseg,B SAD,Poland,Ekstraklasa,Lech Poznan,1.2,FALSE,0
Rubén Alcaraz,Central Midfield,31,2.5,Spain,LaLiga,Real Valladolid CF,Spain,LaLiga,Cádiz CF,1,FALSE,0
Mijat Gacinovic,Attacking Midfield,27,2.5,Germany,Bundesliga,TSG 1899 Hoffenheim,Greece,Super League 1,AEK Athens,1,FALSE,0
Víctor Chust,Centre-Back,22,2.5,Spain,LaLiga,Real Madrid,Spain,LaLiga,Cádiz CF,1,FALSE,0
Nuno Santos,Attacking Midfield,23,2.5,Portugal,Liga Portugal,SL Benfica,United States,MLS,Charlotte FC,1,FALSE,0
Kiko Femenía,Right-Back,31,2.5,England,Championship,Watford FC,Spain,LaLiga,Villarreal CF,0.98,FALSE,1
Sebastian Lletget,Central Midfield,29,2.5,United States,MLS,New England Revolution,United States,MLS,FC Dallas,0.546,FALSE,0
Fran Villalba,Attacking Midfield,24,2.5,England,Championship,Birmingham City,Spain,LaLiga2,Sporting Gijón,0.5,FALSE,0
Philipp Förster,Attacking Midfield,27,2.5,Germany,Bundesliga,VfB Stuttgart,Germany,Bundesliga,VfL Bochum,0.5,FALSE,1
Javi Hernández,Left-Back,24,2.5,Spain,LaLiga2,CD Leganés,Spain,LaLiga,Girona FC,0.5,TRUE,0
Muhammed Gümüskaya,Central Midfield,21,2.5,Turkey,Süper Lig,Fenerbahce,Belgium,Jupiler Pro League,KVC Westerlo,0.5,FALSE,0
Makhtar Gueye,Centre-Forward,24,2.5,Belgium,Jupiler Pro League,KV Oostende,Spain,LaLiga2,Real Zaragoza,0.3,TRUE,0
Fran Villalba,Attacking Midfield,24,2.5,Spain,LaLiga2,Sporting Gijón,Spain,LaLiga2,Málaga CF,0.15,TRUE,0
Mamadou Coulibaly,Central Midfield,23,2.5,Italy,Serie A,US Salernitana 1919,Italy,Serie B,Ternana Calcio,0.1,TRUE,0
Finn Ole Becker,Central Midfield,22,2.5,Germany,2. Bundesliga,FC St. Pauli,Germany,Bundesliga,TSG 1899 Hoffenheim,0,FALSE,0
Jonas Martin,Defensive Midfield,32,2.5,France,Ligue 1,Stade Rennais FC,France,Ligue 1,LOSC Lille,0,FALSE,1
Sandi Lovric,Central Midfield,24,2.5,Switzerland,Super League,FC Lugano,Italy,Serie A,Udinese Calcio,0,FALSE,1
Leo Greiml,Centre-Back,20,2.5,Austria,Bundesliga,Rapid Vienna,Germany,Bundesliga,FC Schalke 04,0,FALSE,0
Alessandro Schöpf,Central Midfield,28,2.5,Germany,2. Bundesliga,Arminia Bielefeld,Canada,MLS,Vancouver Whitecaps FC,0,FALSE,0
Denis Cheryshev,Left Winger,31,2.5,Spain,LaLiga,Valencia CF,Italy,Serie B,Venezia FC,0,FALSE,1
Hördur Magnússon,Centre-Back,29,2.5,Russia,Premier Liga,CSKA Moscow,Greece,Super League 1,Panathinaikos Athens,0,FALSE,0
Andriy Yarmolenko,Right Winger,32,2.5,England,Premier League,West Ham United,United Arab Emirates,UAE Pro League,Al-Ain FC,0,FALSE,0
Alfie Mawson,Centre-Back,28,2.5,England,Premier League,Fulham FC,England,League One,Wycombe Wanderers,0,FALSE,0
Magomed Ozdoev,Central Midfield,29,2.5,Russia,Premier Liga,Zenit St. Petersburg,Turkey,Süper Lig,Fatih Karagümrük,0,FALSE,0
Brian Oliván,Left-Back,28,2.5,Spain,LaLiga,RCD Mallorca,Spain,LaLiga,RCD Espanyol Barcelona,0,FALSE,0
Mathias Pereira Lage,Right Midfield,25,2.5,France,Ligue 1,Angers SCO,France,Ligue 1,Stade Brestois 29,0,FALSE,0
Gédéon Kalulu,Right-Back,24,2.5,France,Ligue 1,AC Ajaccio,France,Ligue 1,FC Lorient,0,FALSE,0
José Esquivel,Defensive Midfield,24,2.5,Mexico,Liga MX Apertura,FC Juárez,Mexico,Liga MX Apertura,Club Necaxa,0,FALSE,0
Daniel Bessa,Central Midfield,29,2.5,Italy,Serie A,Hellas Verona,United Arab Emirates,UAE Pro League,Al-Ittihad Kalba SC,0,FALSE,0
Rubén Peña,Right-Back,30,2.5,Spain,LaLiga,Villarreal CF,Spain,LaLiga,CA Osasuna,0,FALSE,0
Idekel Domínguez,Right-Back,22,2.5,Mexico,Liga MX Apertura,Club Necaxa,Mexico,Liga MX Apertura,Atlas Guadalajara,0,FALSE,0
Vital Nsimba,Left-Back,29,2.5,France,Ligue 1,Clermont Foot 63,France,Ligue 2,FC Girondins Bordeaux,0,FALSE,0
Tiago Dantas,Central Midfield,21,2.5,Portugal,Liga Portugal,SL Benfica,Greece,Super League 1,PAOK Thessaloniki,0,TRUE,0
Edison Flores,Left Winger,28,2.5,United States,MLS,D.C. United,Mexico,Liga MX Apertura,Atlas Guadalajara,0,FALSE,0
Andy Rinomhota,Central Midfield,25,2.5,England,Championship,Reading FC,Wales,Championship,Cardiff City,0,FALSE,1
Marcos Guilherme,Left Winger,26,2.5,Brazil,Série A,Sport Club Internacional,Brazil,Série A,São Paulo Futebol Clube,0,FALSE,0
Víctor Gómez,Right-Back,22,2.5,Spain,LaLiga,RCD Espanyol Barcelona,Portugal,Liga Portugal,SC Braga,0,TRUE,1
Bas Dost,Centre-Forward,33,2.5,Belgium,Jupiler Pro League,Club Brugge KV,Netherlands,Eredivisie,FC Utrecht,0,FALSE,0
Aitor Fernández,Goalkeeper,31,2.5,Spain,LaLiga2,Levante UD,Spain,LaLiga,CA Osasuna,0,FALSE,0
Ryan Nyambe,Right-Back,24,2.5,England,Championship,Blackburn Rovers,England,Championship,Wigan Athletic,0,FALSE,0
Tommy Doyle,Central Midfield,20,2.5,England,Premier League 2,Manchester City U21,England,Championship,Sheffield United,0,TRUE,1
Mauro Manotas,Centre-Forward,26,2.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Atlas Guadalajara,0,FALSE,0
Jérémy Gélin,Centre-Back,25,2.5,France,Ligue 1,Stade Rennais FC,France,Ligue 2,Amiens SC,0,FALSE,0
Iñigo Córdoba,Left Winger,25,2.5,Spain,LaLiga,Athletic Bilbao,Netherlands,Eredivisie,Fortuna Sittard,0,FALSE,0
Vladimir Loroña,Right-Back,23,2.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Tigres UANL,0,FALSE,0
Jonathan Panzo,Centre-Back,21,2.5,England,Premier League,Nottingham Forest,England,Championship,Coventry City,0,TRUE,0
Francisco Ginella,Central Midfield,23,2.5,United States,MLS,Los Angeles FC,Uruguay,Primera División,Club Nacional,0,TRUE,0
Martín Aguirregabiria,Right-Back,26,2.5,Spain,LaLiga2,Deportivo Alavés,Portugal,Liga Portugal,FC Famalicão,0,FALSE,0
Javier López,Attacking Midfield,27,2.5,Mexico,Liga MX Apertura,Deportivo Guadalajara,Mexico,Liga MX Apertura,CF Pachuca,0,FALSE,0
Moritz Jenz,Centre-Back,23,2.5,France,Ligue 1,FC Lorient,Scotland,Premiership,Celtic FC,0,TRUE,0
Jamie Shackleton,Central Midfield,22,2.5,England,Premier League,Leeds United,England,Championship,Millwall FC,0,TRUE,0
Ben Mee,Centre-Back,32,2.5,England,Championship,Burnley FC,England,Premier League,Brentford FC,0,FALSE,1
Achraf Bencharki,Left Winger,27,2.5,Egypt,Premier League,Zamalek SC,United Arab Emirates,UAE Pro League,Al-Jazira (Abu Dhabi),0,FALSE,0
Bruno Gomes,Defensive Midfield,21,2.5,Brazil,Série A,Sport Club Internacional,Brazil,Série A,Coritiba Foot Ball Club,0,TRUE,0
Dorian Dessoleil,Centre-Back,29,2.5,Belgium,Jupiler Pro League,Royal Antwerp FC,Belgium,Jupiler Pro League,KV Kortrijk,0,TRUE,0
Diego Lainez,Right Winger,22,2.5,Spain,LaLiga,Real Betis Balompié,Portugal,Liga Portugal,SC Braga,0,TRUE,1
Cesc Fàbregas,Central Midfield,35,2.5,Monaco,Ligue 1,AS Monaco,Italy,Serie B,Como 1907,0,FALSE,0
Álvaro González,Centre-Back,32,2.5,France,Ligue 1,Olympique Marseille,Saudi Arabia,Professional League,Al-Nassr Riad,0,FALSE,0
Gabriel Silva,Centre-Forward,20,2.5,Brazil,Série A,Sociedade Esportiva Palmeiras,Portugal,Liga Portugal,CD Santa Clara,0,TRUE,0
Santiago Colombatto,Defensive Midfield,25,2.5,Mexico,Liga MX Apertura,Club León FC,Portugal,Liga Portugal,FC Famalicão,0,TRUE,0
Michal Karbownik,Right-Back,21,2.5,England,Premier League,Brighton & Hove Albion,Germany,2. Bundesliga,Fortuna Düsseldorf,0,TRUE,0
Deyverson,Centre-Forward,31,2.5,Brazil,Série A,Sociedade Esportiva Palmeiras,Brazil,Série A,Cuiabá Esporte Clube (MT),0,FALSE,0
Jorge Meré,Centre-Back,25,2.5,Mexico,Liga MX Apertura,CF América,Mexico,Liga MX Apertura,Mazatlán FC,0,TRUE,0
Sidcley,Left-Back,29,2.5,Ukraine,Premier Liga,Dynamo Kyiv,Brazil,Série A,Cuiabá Esporte Clube (MT),0,FALSE,0
Richie Laryea,Right-Back,27,2.5,England,Premier League,Nottingham Forest,Canada,MLS,Toronto FC,0,TRUE,0
Isaac Atanga,Right Winger,22,2.5,United States,MLS,FC Cincinnati,Turkey,1.Lig,Göztepe,0,TRUE,0
Martin Boyle,Right Winger,29,2.5,Saudi Arabia,Without League,Al-Faisaly FC,Scotland,Premiership,Hibernian FC,0,FALSE,0
Gonzalo Escalante,Central Midfield,29,2.5,Italy,Serie A,SS Lazio,Italy,Serie A,US Cremonese,0,TRUE,0
Darlan,Defensive Midfield,24,2.5,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Brazil,Série B,Associação Chapecoense de Futebol,0,TRUE,0
Dominique Heintz,Centre-Back,28,2.5,Germany,Bundesliga,1.FC Union Berlin,Germany,Bundesliga,VfL Bochum,0,TRUE,1
Nico Serrano,Left Winger,19,2.5,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga2,CD Mirandés,0,TRUE,0
Antonio Candreva,Right Midfield,35,2.5,Italy,Serie A,UC Sampdoria,Italy,Serie A,US Salernitana 1919,0,TRUE,1
Keinan Davis,Centre-Forward,24,2.5,England,Premier League,Aston Villa,England,Championship,Watford FC,0,TRUE,1
Gideon Mensah,Left-Back,24,2.5,Austria,Bundesliga,Red Bull Salzburg,France,Ligue 1,AJ Auxerre,0,FALSE,0
Joe Lolley,Right Winger,29,2.5,England,Premier League,Nottingham Forest,Australia,A-League Men,Sydney FC,0,FALSE,0
Alberto Grassi,Central Midfield,27,2.5,Italy,Serie B,Parma Calcio 1913,Italy,Serie A,FC Empoli,0,TRUE,0
Ryan Woods,Defensive Midfield,28,2.5,England,Championship,Birmingham City,England,Championship,Hull City,0,FALSE,1
Yann Gboho,Attacking Midfield,21,2.5,France,Ligue 1,Stade Rennais FC,Belgium,Jupiler Pro League,Cercle Brugge,0,FALSE,0
Dani Gómez,Centre-Forward,24,2.5,Spain,LaLiga2,Levante UD,Spain,LaLiga,RCD Espanyol Barcelona,0,TRUE,0
João Carvalho,Attacking Midfield,25,2.5,Greece,Super League 1,Olympiacos Piraeus,Portugal,Liga Portugal,GD Estoril Praia,0,TRUE,0
Matheus Babi,Centre-Forward,25,2.5,Brazil,Série A,Club Athletico Paranaense,Portugal,Liga Portugal,CD Santa Clara,0,TRUE,0
Nicolas N'Koulou,Centre-Back,32,2.5,England,Championship,Watford FC,Greece,Super League 1,Aris Thessaloniki,0,FALSE,0
Zouhair Feddal,Centre-Back,32,2.5,Portugal,Liga Portugal,Sporting CP,Spain,LaLiga,Real Valladolid CF,0,FALSE,0
José Carlos Lazo,Left Winger,26,2.5,Spain,LaLiga,UD Almería,Spain,LaLiga,RCD Espanyol Barcelona,0,FALSE,0
Mamadou Mbacke,Centre-Back,19,2.5,United States,MLS,Los Angeles FC,Spain,LaLiga2,Villarreal CF B,0,TRUE,0
Marco John,Left-Back,20,2.5,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,2. Bundesliga,SpVgg Greuther Fürth,0,TRUE,0
Fredrik Björkan,Left-Back,24,2.5,Germany,Bundesliga,Hertha BSC,Netherlands,Eredivisie,Feyenoord Rotterdam,0,TRUE,0
Pere Pons,Defensive Midfield,29,2.5,Spain,LaLiga2,Deportivo Alavés,Cyprus,Protathlima Cyta,AEK Larnaca,0,FALSE,0
Mariusz Stepinski,Centre-Forward,27,2.5,Italy,Serie A,Hellas Verona,Cyprus,Protathlima Cyta,Aris Limassol,0,TRUE,0
Albian Ajeti,Centre-Forward,25,2.5,Scotland,Premiership,Celtic FC,Austria,Bundesliga,SK Sturm Graz,0,TRUE,0
Emiliano Martínez,Defensive Midfield,23,2.5,Brazil,Série A,Red Bull Bragantino,Denmark,Superligaen,FC Midtjylland,0,TRUE,0
Yan Valery,Right-Back,23,2.5,England,Premier League,Southampton FC,France,Ligue 1,Angers SCO,0,FALSE,1
Toni Villa,Left Winger,27,2.5,Spain,LaLiga,Real Valladolid CF,Spain,LaLiga,Girona FC,0,FALSE,0
Filip Stevanovic,Left Winger,19,2.5,England,Premier League 2,Manchester City U21,Portugal,Liga Portugal,CD Santa Clara,0,TRUE,0
Juan José Perea,Centre-Forward,22,1.2,Greece,Super League 1,PAS Giannina,Germany,Bundesliga,VfB Stuttgart,2.4,FALSE,1
Arthur Chaves,Centre-Back,21,0.05,Brazil,Série A,Avaí Futebol Clube (SC),Portugal,Liga Sabseg,Académico Viseu FC,2.4,FALSE,0
Matías Cóccaro,Centre-Forward,24,2.4,Uruguay,Primera División,Montevideo City Torque,Argentina,Liga Profesional,CA Huracán,0.465,FALSE,0
Andrea Colpani,Central Midfield,23,2.4,Italy,Serie A,Atalanta BC,Italy,Serie A,AC Monza,0,FALSE,0
Antonino La Gumina,Centre-Forward,26,2.4,Italy,Serie A,UC Sampdoria,Italy,Serie B,Benevento Calcio,0,TRUE,0
Luca Mazzitelli,Central Midfield,26,2.4,Italy,Serie A,AC Monza,Italy,Serie B,Frosinone Calcio,0,TRUE,0
Mees de Wit,Left-Back,24,1.5,Netherlands,Keuken Kampioen Divisie,PEC Zwolle,Netherlands,Eredivisie,AZ Alkmaar,2.3,FALSE,0
Daniel Ballard,Centre-Back,22,2,England,Premier League 2,Arsenal FC U21,England,Championship,Sunderland AFC,2.3,FALSE,0
Josh Bowler,Right Winger,23,2,England,Championship,Blackpool FC,England,Premier League,Nottingham Forest,2.3,FALSE,0
David Nemeth,Centre-Back,21,2.3,Germany,Bundesliga,1.FSV Mainz 05,Germany,2. Bundesliga,FC St. Pauli,1.3,FALSE,1
Danny da Costa,Right-Back,28,2.3,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,1.FSV Mainz 05,0,FALSE,0
Jure Balkovec,Left-Back,27,2.3,Turkey,Süper Lig,Fatih Karagümrük,Turkey,Süper Lig,Alanyaspor,0,FALSE,0
Javier Salas,Defensive Midfield,28,2.3,Mexico,Liga MX Apertura,Puebla FC,Mexico,Liga MX Apertura,FC Juárez,0,FALSE,0
Ángel González,Right Winger,28,2.3,Argentina,Liga Profesional,Club Estudiantes de La Plata,Ecuador,Serie A Segunda Etapa,LDU Quito,0,FALSE,0
Benjamin Tetteh,Centre-Forward,25,2.3,Turkey,1.Lig,Yeni Malatyaspor,England,Championship,Hull City,0,FALSE,1
Andi Zeqiri,Centre-Forward,23,2.3,England,Premier League,Brighton & Hove Albion,Switzerland,Super League,FC Basel 1893,0,TRUE,0
Pedro Pereira,Right-Back,24,2.3,Italy,Serie A,AC Monza,Turkey,Süper Lig,Alanyaspor,0,TRUE,0
Wilfried Kanga,Centre-Forward,24,2.2,Switzerland,Super League,BSC Young Boys,Germany,Bundesliga,Hertha BSC,4,FALSE,1
Gastón Brugman,Defensive Midfield,29,2,Italy,Serie B,Parma Calcio 1913,United States,MLS,Los Angeles Galaxy,2.2,FALSE,0
Léo Duarte,Centre-Back,25,2.2,Italy,Serie A,AC Milan,Turkey,Süper Lig,Basaksehir FK,2,FALSE,0
Pieros Sotiriou,Centre-Forward,29,2.2,Bulgaria,efbet Liga,Ludogorets Razgrad,Japan,J1 League,Sanfrecce Hiroshima,2,FALSE,0
Sebastian Polter,Centre-Forward,31,2.2,Germany,Bundesliga,VfL Bochum,Germany,Bundesliga,FC Schalke 04,1.5,FALSE,0
Bryan Linssen,Centre-Forward,31,2.2,Netherlands,Eredivisie,Feyenoord Rotterdam,Japan,J1 League,Urawa Red Diamonds,1.3,FALSE,0
Jean-Luc Dompé,Left Winger,27,2.2,Belgium,Jupiler Pro League,SV Zulte Waregem,Germany,2. Bundesliga,Hamburger SV,1.1,FALSE,1
Lorenzo Pirola,Centre-Back,20,2.2,Italy,Serie A,Inter Milan,Italy,Serie A,US Salernitana 1919,0.9,TRUE,1
Samuel Bastien,Central Midfield,25,2.2,Belgium,Jupiler Pro League,Standard Liège,England,Championship,Burnley FC,0.8,FALSE,0
Kristijan Bistrovic,Central Midfield,24,2.2,Russia,Premier Liga,CSKA Moscow,Italy,Serie A,US Lecce,0.3,TRUE,0
Paul Seguin,Central Midfield,27,2.2,Germany,2. Bundesliga,SpVgg Greuther Fürth,Germany,Bundesliga,1.FC Union Berlin,0,FALSE,0
Milos Pantovic,Attacking Midfield,25,2.2,Germany,Bundesliga,VfL Bochum,Germany,Bundesliga,1.FC Union Berlin,0,FALSE,0
Josh Laurent,Central Midfield,27,2.2,England,Championship,Reading FC,England,Championship,Stoke City,0,FALSE,1
Josep Martínez,Goalkeeper,24,2.2,Germany,Bundesliga,RB Leipzig,Italy,Serie B,Genoa CFC,0,TRUE,1
Charalampos Lykogiannis,Left-Back,28,2.2,Italy,Serie B,Cagliari Calcio,Italy,Serie A,Bologna FC 1909,0,FALSE,0
Koni De Winter,Centre-Back,20,2.2,Italy,Serie C - A,Juventus Next Gen,Italy,Serie A,FC Empoli,0,TRUE,0
Borja Sainz,Left Winger,21,2.2,Spain,LaLiga2,Deportivo Alavés,Turkey,Süper Lig,Giresunspor,0,FALSE,0
Paulo Victor,Left-Back,21,2.2,Brazil,Série A,Sport Club Internacional,Brazil,Série B,Club de Regatas Vasco da Gama,0,TRUE,0
Kjell Scherpen,Goalkeeper,22,2.2,England,Premier League,Brighton & Hove Albion,Netherlands,Eredivisie,Vitesse Arnhem,0,TRUE,0
Domingos Quina,Central Midfield,22,2.2,England,Championship,Watford FC,Spain,LaLiga,Elche CF,0,TRUE,0
Leo Stulac,Defensive Midfield,27,2.2,Italy,Serie A,FC Empoli,Italy,Serie B,Palermo FC,0,TRUE,0
Ishak Belfodil,Centre-Forward,30,2.2,Germany,Bundesliga,Hertha BSC,Qatar,Stars League,Al-Gharafa SC,0,FALSE,0
Niels Nkounkou,Left-Back,21,2.2,England,Premier League,Everton FC,Wales,Championship,Cardiff City,0,TRUE,1
Landry Dimata,Centre-Forward,24,2.2,Spain,LaLiga,RCD Espanyol Barcelona,Netherlands,Eredivisie,NEC Nijmegen,0,TRUE,0
Abdul-Rahman Baba,Left-Back,28,2.2,England,Premier League,Chelsea FC,England,Championship,Reading FC,0,TRUE,1
Pietro Beruatto,Left-Back,23,2,Italy,Serie C - A,Juventus Next Gen,Italy,Serie B,Pisa Sporting Club,2.1,FALSE,0
Jerónimo Cacciabue,Central Midfield,24,2.1,Argentina,Liga Profesional,CA Newell's Old Boys,Poland,Ekstraklasa,Miedz Legnica,0,TRUE,0
Sofian Kiyine,Central Midfield,24,2.1,Italy,Serie A,SS Lazio,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,0,FALSE,0
Jordy Caicedo,Centre-Forward,24,2,Bulgaria,efbet Liga,CSKA-Sofia,Mexico,Liga MX Apertura,Tigres UANL,2.5,FALSE,0
Gabriel Florentín,Attacking Midfield,23,2,Argentina,Liga Profesional,AA Argentinos Juniors,Russia,Premier Liga,FK Orenburg,2.2,FALSE,0
Ousmane Camara,Centre-Back,19,2,France,Ligue 2,Paris FC,France,Ligue 1,Angers SCO,2.2,FALSE,1
Emre Demir,Attacking Midfield,18,1.8,Turkey,Süper Lig,Kayserispor,Spain,Primera Federación - Gr. II,FC Barcelona Atlètic,2,FALSE,0
Delano Burgzorg,Left Winger,23,2,Netherlands,Keuken Kampioen Divisie,Heracles Almelo,Germany,Bundesliga,1.FSV Mainz 05,2,FALSE,0
Riccardo Ciervo,Left Winger,20,1.5,Italy,Serie A,AS Roma,Italy,Serie A,US Sassuolo,2,FALSE,0
Jessic Ngankam,Centre-Forward,21,2,Germany,2. Bundesliga,SpVgg Greuther Fürth,Germany,Bundesliga,Hertha BSC,2,FALSE,1
Marcin Bulka,Goalkeeper,22,2,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,OGC Nice,2,FALSE,1
Leonardo Buta,Left-Back,20,0.45,Portugal,Without League,SC Braga B,Italy,Serie A,Udinese Calcio,2,FALSE,1
Valentin Antov,Centre-Back,21,0.8,Bulgaria,efbet Liga,CSKA-Sofia,Italy,Serie A,AC Monza,2,FALSE,0
Facundo Waller,Left Midfield,25,1.8,Uruguay,Primera División,Club Plaza Colonia,Mexico,Liga MX Apertura,Atlético de San Luis,2,FALSE,0
Oscar Fraulo,Central Midfield,18,0.35,Denmark,Superligaen,FC Midtjylland,Germany,Bundesliga,Borussia Mönchengladbach,2,FALSE,1
Zakaria Aboukhlal,Right Winger,22,2,Netherlands,Eredivisie,AZ Alkmaar,France,Ligue 1,FC Toulouse,2,FALSE,0
Dominik Kotarski,Goalkeeper,22,1.5,Croatia,SuperSport HNL,HNK Gorica,Greece,Super League 1,PAOK Thessaloniki,2,FALSE,0
Ahmed Touba,Centre-Back,24,1,Netherlands,Eredivisie,RKC Waalwijk,Turkey,Süper Lig,Basaksehir FK,2,FALSE,0
Emre Mor,Right Winger,24,1.7,Turkey,Süper Lig,Fatih Karagümrük,Turkey,Süper Lig,Fenerbahce,2,FALSE,0
Alexsandro,Centre-Back,22,0.8,Portugal,Liga Portugal,GD Chaves,France,Ligue 1,LOSC Lille,2,FALSE,1
Michel Vlap,Attacking Midfield,25,2,Belgium,Jupiler Pro League,RSC Anderlecht,Netherlands,Eredivisie,Twente Enschede FC,2,FALSE,0
Luca de la Torre,Central Midfield,24,0.85,Netherlands,Keuken Kampioen Divisie,Heracles Almelo,Spain,LaLiga,Celta de Vigo,2,FALSE,0
Matteo Luigi Brunori,Centre-Forward,27,1.2,Italy,Serie C - A,Juventus Next Gen,Italy,Serie B,Palermo FC,2,FALSE,0
Emrecan Uzunhan,Centre-Back,21,0.525,Turkey,Süper Lig,Istanbulspor,Turkey,Süper Lig,Besiktas JK,2,FALSE,0
Roggerio Nyakossi,Centre-Back,18,0.1,Switzerland,Super League,Servette FC,France,N 3 - Corse-Méditer.,Olympique de Marseille B,2,FALSE,0
Veton Berisha,Centre-Forward,28,1.3,Norway,Eliteserien,Viking Stavanger,Sweden,Allsvenskan,Hammarby IF,2,FALSE,0
Giacomo Quagliata,Left-Back,22,0.8,Netherlands,Keuken Kampioen Divisie,Heracles Almelo,Italy,Serie A,US Cremonese,2,FALSE,0
Doron Leidner,Left-Back,20,1.2,Israel,Ligat ha'Al,Hapoel Tel Aviv,Greece,Super League 1,Olympiacos Piraeus,2,FALSE,0
Daniel Samek,Defensive Midfield,18,2,Czech Republic,Fortuna Liga,SK Slavia Prague,Italy,Serie A,US Lecce,2,FALSE,0
Victor Boniface,Centre-Forward,21,0.7,Norway,Eliteserien,FK Bodø/Glimt,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,2,FALSE,0
Lameck Banda,Right Winger,21,0.3,Israel,Liga Leumit,Maccabi Petah Tikva,Italy,Serie A,US Lecce,2,FALSE,0
Oleksandr Zubkov,Right Winger,26,1.8,Hungary,NB I.,Ferencvárosi TC,Ukraine,Premier Liga,Shakhtar Donetsk,2,FALSE,0
Tommaso Mancini,Centre-Forward,18,0.5,Italy,Serie C - A,LR Vicenza,Italy,Primavera 1,Juventus Primavera,2,FALSE,0
Willyan Rocha,Centre-Back,27,1.5,Portugal,Liga Portugal,Portimonense SC,Russia,Premier Liga,CSKA Moscow,2,FALSE,0
Brian Ocampo,Right Winger,23,2,Uruguay,Primera División,Club Nacional,Spain,LaLiga,Cádiz CF,1.9,FALSE,0
Cedric Itten,Centre-Forward,25,2,Scotland,Premiership,Rangers FC,Switzerland,Super League,BSC Young Boys,1.82,FALSE,0
Rayan Raveloson,Defensive Midfield,25,2,United States,MLS,Los Angeles Galaxy,France,Ligue 1,AJ Auxerre,1.75,FALSE,0
Jessic Ngankam,Centre-Forward,21,2,Germany,Bundesliga,Hertha BSC,Germany,2. Bundesliga,SpVgg Greuther Fürth,1.5,FALSE,0
Khaled Narey,Right Winger,27,2,Germany,2. Bundesliga,Fortuna Düsseldorf,Greece,Super League 1,PAOK Thessaloniki,1.5,FALSE,0
Andreas Bruus,Right-Back,23,2,Denmark,Superligaen,Bröndby IF,France,Ligue 1,ESTAC Troyes,1.5,FALSE,0
Moustapha Name,Defensive Midfield,27,2,France,Ligue 2,Paris FC,Cyprus,Protathlima Cyta,Pafos FC,1.5,FALSE,0
Ohi Omoijuanfo,Centre-Forward,28,2,Serbia,Super liga Srbije,Red Star Belgrade,Denmark,Superligaen,Bröndby IF,1.35,FALSE,0
Andrés Andrade,Centre-Back,23,2,Austria,Bundesliga,LASK,Germany,2. Bundesliga,Arminia Bielefeld,1.25,FALSE,1
Dogucan Haspolat,Defensive Midfield,22,2,Turkey,Süper Lig,Kasimpasa,Turkey,Süper Lig,Trabzonspor,1.2,FALSE,1
Oscar Vilhelmsson,Centre-Forward,18,2,Sweden,Allsvenskan,IFK Göteborg,Germany,2. Bundesliga,SV Darmstadt 98,1.2,FALSE,0
Krzysztof Kubica,Central Midfield,22,2,Poland,Ekstraklasa,Górnik Zabrze,Italy,Serie B,Benevento Calcio,1.2,FALSE,0
Srdjan Babic,Centre-Back,26,2,Serbia,Super liga Srbije,Red Star Belgrade,Spain,LaLiga,UD Almería,1.1,FALSE,0
Pipa,Right-Back,24,2,England,Championship,Huddersfield Town,Greece,Super League 1,Olympiacos Piraeus,1,FALSE,0
Eduard Löwen,Central Midfield,25,2,Germany,Bundesliga,Hertha BSC,United States,Without League,St. Louis CITY SC,1,FALSE,0
