name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan,successful_transfer
Muhammet Demir,Centre-Forward,30,1.4,Turkey,Süper Lig,Gaziantep FK,Turkey,Süper Lig,Konyaspor,0,FALSE,FALSE
Tyronne Ebuehi,Right-Back,26,1.4,Portugal,Liga Sabseg,SL Benfica B,Italy,Serie A,FC Empoli,0,FALSE,FALSE
Fabio Maistro,Central Midfield,24,1.4,Italy,Serie A,SS Lazio,Italy,Serie B,SPAL,0,FALSE,FALSE
Kevin Varga,Left Winger,26,1.4,Turkey,Süper Lig,Kasimpasa,Turkey,Süper Lig,Hatayspor,0,FALSE,FALSE
Daniele Baselli,Central Midfield,30,1.4,Italy,Serie B,Cagliari Calcio,Italy,Serie B,Como 1907,0,FALSE,FALSE
José Kanté,Centre-Forward,31,1.4,Kazakhstan,Premier Liga,Kairat Almaty,China,Super League,Cangzhou Mighty Lions,0,FALSE,FALSE
Kenan Karaman,Centre-Forward,28,1.4,Turkey,Süper Lig,Besiktas JK,Germany,Bundesliga,FC Schalke 04,0,FALSE,FALSE
Claud Adjapong,Right-Back,24,1.4,Italy,Serie A,US Sassuolo,Italy,Serie B,Ascoli Calcio,0,FALSE,FALSE
Federico Barba,Centre-Back,29,1.4,Italy,Serie B,Benevento Calcio,Italy,Serie B,Pisa Sporting Club,0,FALSE,FALSE
Diogo Abreu,Central Midfield,19,0,Portugal,Without League,FC Porto U19,Portugal,Without League,Sporting CP B,1.3,FALSE,FALSE
Marko Raguz,Centre-Forward,24,0.8,Austria,Bundesliga,LASK,Austria,Bundesliga,Austria Vienna,1.3,FALSE,FALSE
Mateusz Wieteska,Centre-Back,25,1.3,Poland,Ekstraklasa,Legia Warszawa,France,Ligue 1,Clermont Foot 63,1.3,FALSE,FALSE
Jakub Piotrowski,Central Midfield,24,0.8,Germany,2. Bundesliga,Fortuna Düsseldorf,Bulgaria,efbet Liga,Ludogorets Razgrad,1.3,FALSE,FALSE
Jewison Bennette,Left Winger,18,0.275,Costa Rica,Primera División Apertura,CS Herediano,England,Championship,Sunderland AFC,1.3,FALSE,FALSE
Darko Nejasmic,Defensive Midfield,23,1.3,Croatia,SuperSport HNL,HNK Hajduk Split,Croatia,SuperSport HNL,NK Osijek,1.25,FALSE,FALSE
Ransford-Yeboah Königsdörffer,Right Winger,20,1.3,Germany,3. Liga,SG Dynamo Dresden,Germany,2. Bundesliga,Hamburger SV,1.2,FALSE,TRUE
Tobias Mohr,Left Winger,26,1.3,Germany,2. Bundesliga,1.FC Heidenheim 1846,Germany,Bundesliga,FC Schalke 04,1,FALSE,FALSE
Mahamé Siby,Defensive Midfield,26,1.3,France,Ligue 1,RC Strasbourg Alsace,Sweden,Allsvenskan,Malmö FF,1,FALSE,FALSE
Kingsley Ehizibue,Right-Back,27,1.3,Germany,Bundesliga,1. FC Köln,Italy,Serie A,Udinese Calcio,1,FALSE,TRUE
Fabrizio Caligara,Central Midfield,22,1.3,Italy,Serie B,Cagliari Calcio,Italy,Serie B,Ascoli Calcio,0.8,FALSE,FALSE
Kwadwo Duah,Centre-Forward,25,1.3,Switzerland,Super League,FC St. Gallen 1879,Germany,2. Bundesliga,1.FC Nuremberg,0.7,FALSE,FALSE
Xavier Mercier,Attacking Midfield,32,1.3,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,Hungary,NB I.,Ferencvárosi TC,0.5,FALSE,FALSE
Adam Vlkanova,Attacking Midfield,27,1.3,Czech Republic,Fortuna Liga,FC Hradec Kralove,Czech Republic,Fortuna Liga,FC Viktoria Plzen,0.49,FALSE,FALSE
Radu Boboc,Right-Back,23,1.3,Romania,SuperLiga,FCV Farul Constanta,Romania,SuperLiga,FCSB,0.4,FALSE,FALSE
Alexandru Albu,Defensive Midfield,28,1.3,Romania,Liga 2,Concordia Chiajna,Romania,SuperLiga,FC Rapid 1923,0.15,FALSE,FALSE
Aleksandar Filipovic,Right-Back,27,1.3,Belarus,Vysheyshaya Liga,BATE Borisov,Serbia,Super liga Srbije,FK Partizan Belgrade,0.1,FALSE,FALSE
Andrei Ciobanu,Central Midfield,24,1.3,Romania,SuperLiga,FCV Farul Constanta,Romania,SuperLiga,FC Rapid 1923,0.1,FALSE,FALSE
Gastón Togni,Left Winger,24,1.3,Argentina,Liga Profesional,Club Atlético Independiente,Argentina,Liga Profesional,Defensa y Justicia,0.1,TRUE,FALSE
Vinícius,Left Winger,28,1.3,Brazil,Série B,Esporte Clube Bahia,Brazil,Série A,Goiás Esporte Clube,0.1,FALSE,FALSE
Filip Majchrowicz,Goalkeeper,22,1.3,Poland,Ekstraklasa,Radomiak Radom,Cyprus,Protathlima Cyta,Pafos FC,0.05,TRUE,FALSE
Marcel Lotka,Goalkeeper,21,1.3,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,Borussia Dortmund,0,FALSE,TRUE
Jamilu Collins,Left-Back,27,1.3,Germany,2. Bundesliga,SC Paderborn 07,Wales,Championship,Cardiff City,0,FALSE,TRUE
Ahmet Oguz,Right-Back,29,1.3,Turkey,Süper Lig,Sivasspor,Turkey,Süper Lig,Konyaspor,0,FALSE,FALSE
Paul Nebel,Right Winger,19,1.3,Germany,Bundesliga,1.FSV Mainz 05,Germany,2. Bundesliga,Karlsruher SC,0,TRUE,TRUE
Baptiste Guillaume,Centre-Forward,27,1.3,France,Ligue 2,Valenciennes FC,France,Ligue 2,EA Guingamp,0,FALSE,FALSE
Felipe Aguilar,Centre-Back,29,1.3,Brazil,Série A,Club Athletico Paranaense,Argentina,Liga Profesional,Club Atlético Lanús,0,TRUE,FALSE
Bradley Mazikou,Left-Back,26,1.3,Bulgaria,efbet Liga,CSKA-Sofia,Greece,Super League 1,Aris Thessaloniki,0,FALSE,FALSE
Gianni Bruno,Centre-Forward,30,1.3,Belgium,Jupiler Pro League,KAA Gent,Belgium,Jupiler Pro League,Sint-Truidense VV,0,TRUE,FALSE
Natanael,Left-Back,31,1.3,Brazil,Série A,Sport Club Internacional,Brazil,Série A,Avaí Futebol Clube (SC),0,FALSE,FALSE
Andrea La Mantia,Centre-Forward,31,1.3,Italy,Serie A,FC Empoli,Italy,Serie B,SPAL,0,TRUE,FALSE
Thomas Didillon,Goalkeeper,26,1.3,Belgium,Jupiler Pro League,Cercle Brugge,Monaco,Ligue 1,AS Monaco,0,TRUE,TRUE
Ronwen Williams,Goalkeeper,30,1.3,South Africa,DStv Premiership,SuperSport United,South Africa,DStv Premiership,Mamelodi Sundowns FC,0,FALSE,FALSE
Tomás Esteves,Right-Back,20,1.3,Portugal,Liga Sabseg,FC Porto B,Italy,Serie B,Pisa Sporting Club,0,TRUE,FALSE
Marco Mancosu,Attacking Midfield,33,1.3,Italy,Serie B,SPAL,Italy,Serie B,Cagliari Calcio,0,FALSE,TRUE
Luca Vignali,Right-Back,26,1.3,Italy,Serie A,Spezia Calcio,Italy,Serie B,Como 1907,0,FALSE,FALSE
Yeison Gordillo,Defensive Midfield,30,1.3,Argentina,Liga Profesional,CA San Lorenzo de Almagro,Colombia,Liga DIMAYOR II,Junior FC,0,FALSE,FALSE
Axel Bamba,Centre-Back,23,1.3,France,Ligue 2,Paris FC,Spain,LaLiga2,Sporting Gijón,0,FALSE,FALSE
Bright Arrey-Mbi,Centre-Back,19,1.3,Germany,Bundesliga,Bayern Munich,Germany,2. Bundesliga,Hannover 96,0,TRUE,TRUE
Amir Richardson,Central Midfield,20,1.3,France,Ligue 2,AC Le Havre,France,Ligue 1,Stade Reims,0,FALSE,TRUE
Amir Richardson,Central Midfield,20,1.3,France,Ligue 1,Stade Reims,France,Ligue 2,AC Le Havre,0,TRUE,FALSE
Jacopo Da Riva,Central Midfield,21,1.3,Italy,Serie A,Atalanta BC,Italy,Serie B,Como 1907,0,TRUE,FALSE
Dzenan Pejcinovic,Centre-Forward,17,0,Germany,U19-BL S/SW,FC Augsburg U19,Germany,Bundesliga,VfL Wolfsburg,1.25,FALSE,TRUE
Rildo,Attacking Midfield,22,0.45,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Portugal,Liga Portugal,CD Santa Clara,1.25,FALSE,FALSE
Craig Goodwin,Left Winger,30,1.25,Saudi Arabia,Professional League,Abha Club,Australia,A-League Men,Adelaide United,0,FALSE,FALSE
Nuno Da Costa,Centre-Forward,31,1.2,England,Premier League,Nottingham Forest,France,Ligue 1,AJ Auxerre,2,FALSE,FALSE
Kings Kangwa,Central Midfield,23,1.2,Russia,1.Division,Arsenal Tula,Serbia,Super liga Srbije,Red Star Belgrade,1.5,FALSE,FALSE
Jonathan Asp,Central Midfield,16,0,Denmark,Without League,FC Midtjylland Youth,Germany,U17-Bundesliga Süd/Südwest,FC Bayern Munich U17,1.2,FALSE,FALSE
Krystof Danek,Attacking Midfield,19,0.9,Czech Republic,Fortuna Liga,SK Sigma Olomouc,Czech Republic,Fortuna Liga,AC Sparta Prague,1.2,FALSE,FALSE
Eduardo Santos,Centre-Back,24,0.8,Czech Republic,FNL,MFK Karvina,Czech Republic,Fortuna Liga,SK Slavia Prague,1.2,FALSE,FALSE
Olakunle Olusegun,Left Winger,20,0.7,Bulgaria,efbet Liga,Botev Plovdiv,Russia,Premier Liga,FK Krasnodar,1.2,FALSE,FALSE
Martin Ádám,Centre-Forward,27,0.9,Hungary,NB I.,Paksi FC,"Korea, South",K League 1,Ulsan Hyundai,1.2,FALSE,FALSE
Sebastian Sebulonsen,Right-Back,22,0.9,Norway,Eliteserien,Viking Stavanger,Denmark,Superligaen,Bröndby IF,1.2,FALSE,FALSE
Andrija Novakovich,Centre-Forward,25,1,Italy,Serie B,Frosinone Calcio,Italy,Serie B,Venezia FC,1.2,FALSE,TRUE
Hugo Moura,Defensive Midfield,24,1,Brazil,Série A,Clube de Regatas do Flamengo,Brazil,Série A,Club Athletico Paranaense,1.2,FALSE,FALSE
Leif Davis,Left-Back,22,0.8,England,Premier League,Leeds United,England,League One,Ipswich Town,1.2,FALSE,FALSE
Isak Dybvik Määttä,Left-Back,20,0.5,Norway,Eliteserien,Aalesunds FK,Netherlands,Eredivisie,FC Groningen,1.2,FALSE,FALSE
Philippe Keny,Centre-Forward,23,1.2,Turkey,1.Lig,Bandirmaspor,Turkey,Süper Lig,Basaksehir FK,1.2,FALSE,FALSE
Will Lankshear,attack,17,0,England,Without League,Sheffield United U18,England,U18 Premier League,Tottenham Hotspur U18,1.2,FALSE,FALSE
Emmanuel Martínez,Left Winger,28,1.2,Ecuador,Serie A Segunda Etapa,Barcelona SC Guayaquil,Brazil,Série A,América Futebol Clube (MG),1.17,FALSE,FALSE
Giuseppe Caso,Left Winger,23,1.2,Italy,Serie B,Genoa CFC,Italy,Serie B,Frosinone Calcio,1.1,FALSE,FALSE
Corentin Jean,Centre-Forward,26,1.2,France,Ligue 1,RC Lens,United States,MLS,Inter Miami CF,1.09,FALSE,FALSE
Pierre-Yves Hamel,Centre-Forward,28,1.2,France,Ligue 1,FC Lorient,France,Ligue 2,Paris FC,1,FALSE,FALSE
Christoph Daferner,Centre-Forward,24,1.2,Germany,3. Liga,SG Dynamo Dresden,Germany,2. Bundesliga,1.FC Nuremberg,1,FALSE,FALSE
Efthymios Koulouris,Centre-Forward,26,1.2,Greece,Super League 1,Atromitos Athen,Austria,Bundesliga,LASK,1,FALSE,FALSE
André Silva,Centre-Forward,25,1.2,Portugal,Liga Portugal,FC Arouca,Portugal,Liga Portugal,Vitória Guimarães SC,1,FALSE,FALSE
Astrit Selmani,Centre-Forward,25,1.2,Sweden,Allsvenskan,Hammarby IF,Israel,Ligat ha'Al,Hapoel Beer Sheva,1,FALSE,FALSE
Jordy de Wijs,Centre-Back,27,1.2,England,Championship,Queens Park Rangers,Germany,2. Bundesliga,Fortuna Düsseldorf,0.9,FALSE,FALSE
Asger Sörensen,Centre-Back,26,1.2,Germany,2. Bundesliga,1.FC Nuremberg,Czech Republic,Fortuna Liga,AC Sparta Prague,0.8,FALSE,FALSE
Ewoud Pletinckx,Centre-Back,21,1.2,Belgium,Jupiler Pro League,SV Zulte Waregem,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,0.75,FALSE,FALSE
Alasana Manneh,Central Midfield,24,1.2,Poland,Ekstraklasa,Górnik Zabrze,Denmark,Superligaen,Odense Boldklub,0.6,FALSE,FALSE
Lazar Tufegdzic,Attacking Midfield,25,1.2,Serbia,Super liga Srbije,FK Spartak Subotica,Bulgaria,efbet Liga,CSKA-Sofia,0.5,FALSE,FALSE
Shion Homma,Left Midfield,21,1.2,Japan,J2 League,Albirex Niigata,Belgium,Challenger Pro League,Club NXT,0.5,FALSE,FALSE
Jhonatan Candia,Centre-Forward,27,1.2,Argentina,Liga Profesional,CA Huracán,Argentina,Liga Profesional,CA Rosario Central,0.48,FALSE,FALSE
Ismael Tajouri-Shradi,Right Winger,28,1.2,United States,MLS,Los Angeles FC,United States,MLS,New England Revolution,0.364,FALSE,FALSE
Jan-Niklas Beste,Left-Back,23,1.2,Germany,Bundesliga,SV Werder Bremen,Germany,2. Bundesliga,1.FC Heidenheim 1846,0.35,FALSE,FALSE
Jhon Vásquez,Right Winger,27,1.2,Colombia,Liga DIMAYOR II,Deportivo Cali,Brazil,Série A,Ceará Sporting Club,0.3,TRUE,FALSE
Irakli Azarovi,Left-Back,20,1.2,Georgia,Crystalbet Erovnuli Liga,Dinamo Batumi,Serbia,Super liga Srbije,Red Star Belgrade,0.3,FALSE,FALSE
Vadim Rata,Central Midfield,29,1.2,Romania,SuperLiga,FC Voluntari,Romania,SuperLiga,FCSB,0.3,FALSE,FALSE
Mehdi Ghayedi,Left Winger,23,1.2,United Arab Emirates,UAE Pro League,FC Shabab Al-Ahli Dubai,Iran,Persian Gulf Pro League,Esteghlal FC,0.3,TRUE,FALSE
Moussa Sissako,Centre-Back,21,1.2,Belgium,Jupiler Pro League,Standard Liège,Russia,Premier Liga,FC Sochi,0.3,FALSE,FALSE
Adrian Gryszkiewicz,Centre-Back,22,1.2,Poland,Ekstraklasa,Górnik Zabrze,Germany,2. Bundesliga,SC Paderborn 07,0.2,FALSE,FALSE
Igor Konovalov,Central Midfield,25,1.2,Russia,1.Division,Rubin Kazan,Russia,Premier Liga,Ural Yekaterinburg,0.12,TRUE,FALSE
Théo Sainte-Luce,Left-Back,23,1.2,France,Ligue 2,Nîmes Olympique,France,Ligue 1,Montpellier HSC,0,FALSE,TRUE
Ion Gheorghe,Attacking Midfield,22,1.2,Romania,SuperLiga,FC Voluntari,Romania,SuperLiga,Sepsi OSK Sf. Gheorghe,0,FALSE,FALSE
Ousmane Doumbia,Defensive Midfield,30,1.2,Switzerland,Super League,FC Zürich,Switzerland,Super League,FC Lugano,0,FALSE,FALSE
Mame Diouf,Centre-Forward,34,1.2,Turkey,Süper Lig,Hatayspor,Turkey,Süper Lig,Konyaspor,0,FALSE,FALSE
Romaine Sawyers,Attacking Midfield,30,1.2,England,Championship,West Bromwich Albion,Wales,Championship,Cardiff City,0,FALSE,TRUE
Abraham Marcus,Left Winger,22,1.2,Nigeria,Without League,Remo Stars FC,Portugal,Liga Sabseg,FC Porto B,0,TRUE,FALSE
Luca Sangalli,Central Midfield,27,1.2,Spain,Primera Federación - Gr. II,Real Sociedad B,Spain,LaLiga2,FC Cartagena,0,FALSE,FALSE
Maciej Rybus,Left-Back,32,1.2,Russia,Premier Liga,Lokomotiv Moscow,Russia,Premier Liga,Spartak Moscow,0,FALSE,FALSE
Fernando Navarro,Central Midfield,33,1.2,Mexico,Liga MX Apertura,Club León FC,Mexico,Liga MX Apertura,Deportivo Toluca,0,FALSE,FALSE
Joel Fameyeh,Centre-Forward,25,1.2,Russia,Premier Liga,FK Orenburg,Russia,1.Division,Rubin Kazan,0,FALSE,FALSE
Jaroslav Zeleny,Left-Back,29,1.2,Czech Republic,Fortuna Liga,FK Jablonec,Czech Republic,Fortuna Liga,AC Sparta Prague,0,FALSE,FALSE
Moussa Doumbia,Left Winger,27,1.2,France,Ligue 1,Stade Reims,France,Ligue 2,FC Sochaux-Montbéliard,0,FALSE,FALSE
Edgar Méndez,Right Winger,32,1.2,Spain,LaLiga2,Deportivo Alavés,Mexico,Liga MX Apertura,Club Necaxa,0,FALSE,FALSE
Ben Woodburn,Attacking Midfield,22,1.2,England,Premier League,Liverpool FC,England,Championship,Preston North End,0,FALSE,FALSE
Adrián Aldrete,Left-Back,34,1.2,Mexico,Liga MX Apertura,CD Cruz Azul,Mexico,Liga MX Apertura,UNAM Pumas,0,FALSE,FALSE
Dylan Chambost,Attacking Midfield,24,1.2,France,Ligue 1,ESTAC Troyes,France,Ligue 2,AS Saint-Étienne,0,FALSE,FALSE
Josh Vela,Central Midfield,28,1.2,England,League One,Shrewsbury Town,England,League One,Fleetwood Town,0,FALSE,FALSE
Stratos Svarnas,Centre-Back,24,1.2,Greece,Super League 1,AEK Athens,Poland,Ekstraklasa,Rakow Czestochowa,0,TRUE,FALSE
Haris Vuckic,Centre-Forward,29,1.2,Spain,LaLiga2,Real Zaragoza,Croatia,SuperSport HNL,HNK Rijeka,0,FALSE,FALSE
Nemanja Nikolic,Centre-Forward,29,1.2,Serbia,Super liga Srbije,FK Spartak Subotica,Serbia,Super liga Srbije,FK Vojvodina Novi Sad,0,FALSE,FALSE
Yann Bodiger,Central Midfield,27,1.2,Spain,LaLiga2,FC Cartagena,Spain,LaLiga2,Granada CF,0,FALSE,FALSE
Mehdi Chahiri,Left Winger,25,1.2,France,Ligue 1,RC Strasbourg Alsace,France,Ligue 2,Paris FC,0,TRUE,FALSE
Erik Durm,Right-Back,30,1.2,Germany,Bundesliga,Eintracht Frankfurt,Germany,2. Bundesliga,1.FC Kaiserslautern,0,FALSE,FALSE
Kevin Castañeda,Attacking Midfield,22,1.2,Mexico,Liga MX Apertura,Deportivo Toluca,Mexico,Liga MX Apertura,Club Tijuana,0,FALSE,FALSE
Anthony Briançon,Centre-Back,27,1.2,France,Ligue 2,Nîmes Olympique,France,Ligue 2,AS Saint-Étienne,0,FALSE,FALSE
Heinz Lindner,Goalkeeper,31,1.2,Switzerland,Super League,FC Basel 1893,Switzerland,Super League,FC Sion,0,FALSE,FALSE
Filip Kiss,Defensive Midfield,31,1.2,Saudi Arabia,Professional League,Ettifaq FC,United Arab Emirates,UAE Pro League,Al-Ittihad Kalba SC,0,FALSE,FALSE
Christian Dalle Mura,Centre-Back,20,1.2,Italy,Serie A,ACF Fiorentina,Italy,Serie B,SPAL,0,TRUE,FALSE
Sergiy Bolbat,Right-Back,29,1.2,Ukraine,Premier Liga,Shakhtar Donetsk,Ukraine,Premier Liga,Kolos Kovalivka,0,FALSE,FALSE
Arthur Desmas,Goalkeeper,28,1.2,France,Ligue 1,Clermont Foot 63,France,Ligue 2,AC Le Havre,0,FALSE,FALSE
Svetozar Markovic,Centre-Back,22,1.2,Greece,Super League 1,Olympiacos Piraeus,Serbia,Super liga Srbije,FK Partizan Belgrade,0,FALSE,FALSE
Younes Namli,Attacking Midfield,28,1.2,Russia,Premier Liga,FK Krasnodar,Netherlands,Eredivisie,Sparta Rotterdam,0,FALSE,FALSE
Daan Heymans,Attacking Midfield,23,1.2,Italy,Serie B,Venezia FC,Belgium,Jupiler Pro League,RSC Charleroi,0,FALSE,FALSE
Luca Valzania,Central Midfield,26,1.2,Italy,Serie A,Atalanta BC,Italy,Serie A,US Cremonese,0,FALSE,FALSE
Dan N'Lundulu,Centre-Forward,23,1.2,England,Premier League,Southampton FC,England,League One,Cheltenham Town,0,TRUE,FALSE
Levent Mercan,Attacking Midfield,21,1.2,Germany,Bundesliga,FC Schalke 04,Turkey,Süper Lig,Fatih Karagümrük,0,FALSE,FALSE
Clinton N'Jie,Right Winger,28,1.2,Russia,Premier Liga,Dynamo Moscow,Turkey,Süper Lig,Sivasspor,0,FALSE,FALSE
Higor Meritão,Defensive Midfield,28,1.2,Brazil,Paulistão A1 - Primeira fase,Associação Ferroviária de Esportes (SP),Mexico,Liga MX Apertura,UNAM Pumas,0,FALSE,FALSE
Favio Álvarez,Attacking Midfield,29,1.2,Mexico,Liga MX Apertura,UNAM Pumas,Argentina,Liga Profesional,Club Atlético Talleres,0,TRUE,FALSE
César Haydar,Centre-Back,21,1.2,Brazil,Série A,Red Bull Bragantino,Colombia,Liga DIMAYOR II,Junior FC,0,TRUE,FALSE
Pawel Wszolek,Right Winger,30,1.2,Germany,Bundesliga,1.FC Union Berlin,Poland,Ekstraklasa,Legia Warszawa,0,FALSE,FALSE
Jonas Bager,Centre-Back,25,1.2,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,Belgium,Jupiler Pro League,RSC Charleroi,0,FALSE,FALSE
Enriko Papa,Central Midfield,29,1.2,Romania,SuperLiga,FC Botosani,Turkey,1.Lig,Caykur Rizespor,0,FALSE,FALSE
Fabricio Domínguez,Central Midfield,24,1.2,Argentina,Liga Profesional,Racing Club,Argentina,Liga Profesional,Defensa y Justicia,0,TRUE,FALSE
Joe Allen,Central Midfield,32,1.2,England,Championship,Stoke City,Wales,Championship,Swansea City,0,FALSE,TRUE
Jon Guridi,Central Midfield,27,1.2,Spain,LaLiga,Real Sociedad,Spain,LaLiga2,Deportivo Alavés,0,FALSE,FALSE
Varazdat Haroyan,Centre-Back,29,1.2,Spain,LaLiga,Cádiz CF,Cyprus,Protathlima Cyta,Anorthosis Famagusta,0,FALSE,FALSE
Casimir Ninga,Left Winger,29,1.2,France,Ligue 1,Angers SCO,Cyprus,Protathlima Cyta,Anorthosis Famagusta,0,FALSE,FALSE
Federico Macheda,Centre-Forward,30,1.2,Greece,Super League 1,Panathinaikos Athens,Turkey,Süper Lig,MKE Ankaragücü,0,FALSE,FALSE
Robert Bozenik,Centre-Forward,22,1.2,Netherlands,Eredivisie,Feyenoord Rotterdam,Portugal,Liga Portugal,Boavista FC,0,TRUE,FALSE
Farouk Miya,Attacking Midfield,24,1.2,Ukraine,Premier Liga,PFK Lviv,Turkey,1.Lig,Caykur Rizespor,0,FALSE,FALSE
Brandon Thomas,Centre-Forward,27,1.2,Spain,LaLiga2,Málaga CF,Greece,Super League 1,PAOK Thessaloniki,0,FALSE,FALSE
Youssef Msakni,Left Winger,31,1.2,Qatar,Stars League,Al-Duhail SC,Qatar,Stars League,Al-Arabi SC,0,TRUE,FALSE
Esteban Burgos,Centre-Back,30,1.2,Spain,LaLiga2,SD Eibar,Spain,LaLiga2,Málaga CF,0,FALSE,FALSE
Ousseynou Thioune,Central Midfield,28,1.2,France,Ligue 2,FC Sochaux-Montbéliard,France,Ligue 2,Dijon FCO,0,FALSE,FALSE
Kevin Rüegg,Right-Back,23,1.2,Italy,Serie A,Hellas Verona,Switzerland,Super League,BSC Young Boys,0,TRUE,FALSE
Mohamed Rayhi,Left Winger,28,1.2,Saudi Arabia,Professional League,Al-Batin FC,United Arab Emirates,UAE Pro League,Al-Dhafra FC,0,FALSE,FALSE
Sonny Perkins,Centre-Forward,18,1.2,England,Premier League 2,West Ham United U21,England,Premier League 2,Leeds United U21,0,FALSE,FALSE
Oriol Busquets,Defensive Midfield,23,1.2,France,Ligue 1,Clermont Foot 63,Portugal,Liga Portugal,FC Arouca,0,FALSE,FALSE
Muamer Tankovic,Left Winger,27,1.2,Greece,Super League 1,AEK Athens,Cyprus,Protathlima Cyta,Pafos FC,0,FALSE,FALSE
Mo Dauda,Left Winger,24,1.2,Belgium,Jupiler Pro League,RSC Anderlecht,Spain,LaLiga2,CD Tenerife,0,TRUE,FALSE
Tarek Hamed,Defensive Midfield,33,1.2,Egypt,Premier League,Zamalek SC,Saudi Arabia,Professional League,Al-Ittihad Club (Jeddah),0,FALSE,FALSE
Luiz Gustavo,Defensive Midfield,35,1.2,Turkey,Süper Lig,Fenerbahce,Saudi Arabia,Professional League,Al-Nassr Riad,0,FALSE,FALSE
Isaac Sackey,Defensive Midfield,28,1.2,Turkey,Süper Lig,Hatayspor,Turkey,Süper Lig,Ümraniyespor,0,FALSE,FALSE
Ignasi Miquel,Centre-Back,29,1.2,Spain,LaLiga,Getafe CF,Spain,LaLiga2,Granada CF,0,FALSE,FALSE
Julio Tavarès,Centre-Forward,33,1.2,Saudi Arabia,Without League,Al-Faisaly FC,Saudi Arabia,Professional League,Al-Raed,0,FALSE,FALSE
Sarpreet Singh,Attacking Midfield,23,1.2,Germany,Regionalliga Bayern,FC Bayern Munich II,Germany,2. Bundesliga,SSV Jahn Regensburg,0,TRUE,FALSE
Jesús Trindade,Defensive Midfield,29,1.2,Mexico,Liga MX Apertura,CF Pachuca,Brazil,Série A,Coritiba Foot Ball Club,0,TRUE,FALSE
Lisandro Alzugaray,Right Winger,32,1.2,Ecuador,Serie A Segunda Etapa,CD Universidad Católica,Saudi Arabia,Without League,Al-Ahli Saudi FC,0,FALSE,FALSE
Nathan Byrne,Right-Back,30,1.2,England,League One,Derby County,United States,MLS,Charlotte FC,0,FALSE,FALSE
Lukas Klünter,Right-Back,26,1.2,Germany,Bundesliga,Hertha BSC,Germany,2. Bundesliga,Arminia Bielefeld,0,FALSE,TRUE
Ali Akman,Centre-Forward,20,1.2,Germany,Bundesliga,Eintracht Frankfurt,Turkey,1.Lig,Göztepe,0,TRUE,FALSE
Luccas Claro,Centre-Back,30,1.2,Brazil,Série A,Fluminense Football Club,Turkey,1.Lig,Eyüpspor,0,FALSE,FALSE
Mohamed Ounajem,Right Winger,30,1.2,Egypt,Premier League,Zamalek SC,Morocco,Botola Pro Inwi,Wydad Casablanca,0,FALSE,FALSE
Getulio,Centre-Forward,25,1.2,Brazil,Série B,Tombense Futebol Clube (MG),Japan,J2 League,Ventforet Kofu,0,TRUE,FALSE
Nikola Maras,Centre-Back,26,1.2,Spain,LaLiga,UD Almería,Spain,LaLiga2,Deportivo Alavés,0,TRUE,FALSE
N'Dri Philippe Koffi,Centre-Forward,20,1.2,France,Ligue 1,Stade Reims,Portugal,Liga Portugal,FC Paços de Ferreira,0,TRUE,FALSE
Artur Ionita,Central Midfield,31,1.2,Italy,Serie B,Benevento Calcio,Italy,Serie B,Pisa Sporting Club,0,FALSE,FALSE
Andreas Voglsammer,Centre-Forward,30,1.2,Germany,Bundesliga,1.FC Union Berlin,England,Championship,Millwall FC,0,FALSE,FALSE
Ashley Fletcher,Centre-Forward,26,1.2,England,Championship,Watford FC,England,Championship,Wigan Athletic,0,TRUE,FALSE
Rúnar Alex Rúnarsson,Goalkeeper,27,1.2,England,Premier League,Arsenal FC,Turkey,Süper Lig,Alanyaspor,0,TRUE,FALSE
Majeed Waris,Centre-Forward,30,1.2,France,Ligue 1,RC Strasbourg Alsace,Cyprus,Protathlima Cyta,Anorthosis Famagusta,0,FALSE,FALSE
Mark McGuinness,Centre-Back,21,1.2,Wales,Championship,Cardiff City,England,League One,Sheffield Wednesday,0,TRUE,FALSE
Sambou Soumano,Centre-Forward,21,1.2,France,Ligue 1,FC Lorient,Belgium,Jupiler Pro League,KAS Eupen,0,TRUE,FALSE
Aleksander Buksa,Centre-Forward,19,1.2,Italy,Serie B,Genoa CFC,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,0,TRUE,FALSE
Sokol Cikalleshi,Centre-Forward,32,1.2,Turkey,Süper Lig,Konyaspor,Saudi Arabia,Professional League,Al-Khaleej,0,TRUE,FALSE
Jens Toornstra,Attacking Midfield,33,1.2,Netherlands,Eredivisie,Feyenoord Rotterdam,Netherlands,Eredivisie,FC Utrecht,0,FALSE,FALSE
Damien Le Tallec,Defensive Midfield,32,1.2,Greece,Super League 1,AEK Athens,Russia,Premier Liga,Torpedo Moscow,0,FALSE,FALSE
Cyrus Christie,Right-Back,29,1.2,England,Premier League,Fulham FC,England,Championship,Hull City,0,FALSE,TRUE
Anthony Musaba,Right Winger,21,1.2,Monaco,Ligue 1,AS Monaco,France,Ligue 2,FC Metz,0,TRUE,FALSE
